注文ID,注文時刻,注文内容,イベントID,イベントタイトル,チケットNo.,年代,"フリーフォーム1 所属(学校名または会社名)
 
 ※所属が無い方は「無し」とご記入ください。",オプション1 イベントを知ったきっかけ,オプション2 Club 2025に期待することをご選択ください。,オプション3 属性(最も当てはまるもの一つを選択してください),,
0214E4FE6BDZ8,2025-04-24T02:37:47+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-124,20代,株式会社kanameya,スタッフからの紹介,新しい知識や価値観の習得,大学生大学院生,,
0214E4VKESC2C,2025-04-24T07:11:02+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-125,40代,名古屋大学経済学部,Club X,登壇者によるトークセッション,大学生大学院生,,
0214E50B6Q6WG,2025-04-24T08:42:14+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-77,60代以上,無し,その他,登壇者によるトークセッション,社会人,,
0214E50NUEKhX,2025-04-24T08:49:01+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-78,20代,株式会社カチノデ,スタッフからの紹介,登壇者によるトークセッション,社会人,,
0214E52hSBZEB,2025-04-24T09:24:22+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-79,50代,無し,スタッフからの紹介,"登壇者によるトークセッション,新しい知識や価値観の習得",社会人,,
0214E57GBIEDA,2025-04-24T11:00:01+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-126,10代,南山大学,"Club Instagram,登壇者・出展者からの紹介","登壇者によるトークセッション,参加者との交流",大学生大学院生,,
0214E57KWKBJ1,2025-04-24T11:02:30+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-127,10代,南山大学,Club Instagram,"登壇者によるトークセッション,ディスカバリーセッション(ブレイク),参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214E5FA7P2ME,2025-04-24T13:30:26+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-128,10代,東京学芸大学,"Club Instagram,スタッフからの紹介",登壇者によるトークセッション,大学生大学院生,,
0214E5VSZP1XU,2025-04-24T18:09:41+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-66,10代,愛知工業大学名電高等学校,所属校・会社からの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),新しい知識や価値観の習得",高校生,,
0214E5YJTQ4WD,2025-04-24T19:03:35+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-129,10代,中央大学,その他,登壇者によるトークセッション,大学生大学院生,,
0214E5YTYSAFS,2025-04-24T19:08:01+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-130,10代,名古屋市立大学,登壇者・出展者からの紹介,参加者との交流,大学生大学院生,,
0214E67MAEDFR,2025-04-24T21:57:49+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-67,10代,名古屋市立北高等学校,所属校・会社からの紹介,"ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),新しい知識や価値観の習得",高校生,,
0214E68hDCRZ8,2025-04-24T22:15:02+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-80,40代,なし,スタッフからの紹介,登壇者によるトークセッション,社会人,,
0214E6B62V9X4,2025-04-24T23:06:09+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-131,20代,名古屋市立大学,スタッフからの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214E6BRJAXUZ,2025-04-24T23:17:17+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-81,50代,豊田中央研究所,Club以外のSNS,"登壇者によるトークセッション,新しい知識や価値観の習得",社会人,,
0214E6CBCAYRF,2025-04-24T23:28:35+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-68,10代,愛知県立春日井高等学校,所属校・会社からの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ)",高校生,,
0214E6D13TBYW,2025-04-24T23:41:57+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-82,20代,株式会社三井住友銀行,その他,新しい知識や価値観の習得,社会人,,
0214E6E030IE5,2025-04-25T00:00:29+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-132,10代,中央大学,その他,新しい知識や価値観の習得,大学生大学院生,,
0214E6GG6RE1E,2025-04-25T00:48:10+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-133,20代,南山大学,Club Instagram,"登壇者によるトークセッション,新しい知識や価値観の習得",大学生大学院生,,
0214E73FU6JUI,2025-04-25T07:32:34+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-69,10代,愛知県立松蔭高等学校,登壇者・出展者からの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ)",高校生,,
0214E75NE8N2I,2025-04-25T08:14:50+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-83,20代,愛知学院大学,その他,"登壇者によるトークセッション,新しい知識や価値観の習得",社会人,,
0214E78CNGW2P,2025-04-25T09:07:13+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-134,20代,名古屋大学,"Club Instagram,駅広告","登壇者によるトークセッション,新しい知識や価値観の習得",大学生大学院生,,
0214E7CREJVTE,2025-04-25T10:31:33+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-70,10代,愛知教育大学附属名古屋中学校：起業部,"スタッフからの紹介,登壇者・出展者からの紹介","ディスカバリーセッション(ワークショップ),新しい知識や価値観の習得",中学生以下,,
0214E7DSYQI8G,2025-04-25T10:52:23+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-84,50代,愛知教育大学附属名古屋中学校 起業部,"スタッフからの紹介,登壇者・出展者からの紹介","ディスカバリーセッション(ワークショップ),新しい知識や価値観の習得",社会人,,
0214E7FTEhCCX,2025-04-25T11:30:23+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-135,20代,徳島大学,Club Facebook,参加者との交流,大学生大学院生,,
0214E7KFXCDQP,2025-04-25T13:00:14+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-71,10代,名古屋大学教育学部附属高等学校,"所属校・会社からの紹介,スタッフからの紹介,登壇者・出展者からの紹介,その他",新しい知識や価値観の習得,高校生,,
0214E7MAIJ90E,2025-04-25T13:16:30+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-136,10代,南山大学,スタッフからの紹介,"登壇者によるトークセッション,新しい知識や価値観の習得",大学生大学院生,,
0214E7MCIINP3,2025-04-25T13:17:34+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-137,10代,南山大学,スタッフからの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E7N0Xh3FP,2025-04-25T13:30:11+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-72,10代,名古屋team S,登壇者・出展者からの紹介,新しい知識や価値観の習得,高校生,,
0214E7XhIADSU,2025-04-25T16:33:10+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-138,10代,南山大学,その他,新しい知識や価値観の習得,大学生大学院生,,
0214E7ZAWAZQT,2025-04-25T17:08:44+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-73,10代,金城学院高校,所属校・会社からの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),新しい知識や価値観の習得",高校生,,
0214E81X2D74E,2025-04-25T17:57:45+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-74,10代,岡崎高校,所属校・会社からの紹介,新しい知識や価値観の習得,高校生,,
0214E85GTEG5h,2025-04-25T19:06:58+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-75,10代,刈谷北高校,その他,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),参加者との交流,新しい知識や価値観の習得",高校生,,
0214E89JM4CWC,2025-04-25T20:26:08+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-76,10代,南山高等学校女子部,所属校・会社からの紹介,"登壇者によるトークセッション,新しい知識や価値観の習得",高校生,,
0214E8A4Q5R3P,2025-04-25T20:36:11+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-85,20代,JR東海,登壇者・出展者からの紹介,登壇者によるトークセッション,社会人,,
0214E8AYMKXS0,2025-04-25T20:52:10+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-77,10代,愛知教育大学附属岡崎中学校,所属校・会社からの紹介,"登壇者によるトークセッション,参加者との交流,新しい知識や価値観の習得",中学生以下,,
0214E8DEAA4CP,2025-04-25T21:39:28+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-86,50代,いまむらファーマシー,Club ホームページ,新しい知識や価値観の習得,社会人,,
0214E8DZZPCCF,2025-04-25T21:51:13+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-78,10代,愛知教育大学附属名古屋中学校起業部,所属校・会社からの紹介,新しい知識や価値観の習得,中学生以下,,
0214E8G57E5hT,2025-04-25T22:32:11+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-79,10代,愛知教育大学附属名古屋中学校,"登壇者・出展者からの紹介,その他","参加者との交流,新しい知識や価値観の習得",中学生以下,,
0214E8G9SB83I,2025-04-25T22:35:01+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-80,10代,春日井高等学校,その他,新しい知識や価値観の習得,高校生,,
0214E8GSR4EUC,2025-04-25T22:44:22+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-87,20代,無し,その他,登壇者によるトークセッション,大学生大学院生,,
0214E8GWVFM25,2025-04-25T22:46:45+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-88,20代,なし,その他,"登壇者によるトークセッション,新しい知識や価値観の習得",社会人,,
0214E8hYK6X67,2025-04-25T23:06:54+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-81,10代,名古屋市立北高等学校,所属校・会社からの紹介,登壇者によるトークセッション,高校生,,
0214E8PBNME8E,2025-04-26T00:50:38+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-89,20代,株式会社ジェイ・ブロード,その他,"登壇者によるトークセッション,ディスカバリーセッション(ブレイク),参加者との交流",社会人,,
0214E964YB6DC,2025-04-26T06:14:23+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-90,40代,愛知教育大学附属名古屋中学校起業部,所属校・会社からの紹介,新しい知識や価値観の習得,社会人,,
0214E99A6A41J,2025-04-26T07:15:24+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-91,40代,無し,その他,"ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),新しい知識や価値観の習得",社会人,,
0214E9G3BC7SB,2025-04-26T09:26:19+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-92,20代,日本ゼオン,その他,登壇者によるトークセッション,社会人,,
0214E9QFYMIEJ,2025-04-26T12:07:30+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-139,10代,名古屋大学,Club Instagram,登壇者によるトークセッション,大学生大学院生,,
0214EA5DP7U3h,2025-04-26T16:55:09+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-94,50代,木の家さいとう,スタッフからの紹介,新しい知識や価値観の習得,社会人,,
0214EA8X98KI8,2025-04-26T18:02:52+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-141,20代,筑波大学,その他,"登壇者によるトークセッション,ディスカバリーセッション(ブレイク)",大学生大学院生,,
0214EAAJZC2IK,2025-04-26T18:35:10+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-82,10代,N高等学校,所属校・会社からの紹介,ディスカバリーセッション(ワークショップ),高校生,,
0214EAQCI74PQ,2025-04-26T23:00:29+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-143,20代,名古屋大学宇宙開発チームNAFT,Club以外のSNS,ディスカバリーセッション(ブレイク),大学生大学院生,,
0214EARJ7TQJ1,2025-04-26T23:23:37+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-145,20代,南山大学,その他,"ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク)",大学生大学院生,,
0214EASTQ889P,2025-04-26T23:48:20+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-146,10代,TEDxSophiaU,"Club ホームページ,所属校・会社からの紹介","登壇者によるトークセッション,新しい知識や価値観の習得",大学生大学院生,,
0214EAUBAY9Eh,2025-04-27T00:17:00+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-95,60代以上,関西大学,スタッフからの紹介,登壇者によるトークセッション,社会人,,
0214EAUhJ746B,2025-04-27T00:20:28+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-96,60代以上,無し,スタッフからの紹介,登壇者によるトークセッション,社会人,,
0214EAW2MGG9A,2025-04-27T00:50:42+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-97,20代,（株）フレッシュネス,Club以外のSNS,登壇者によるトークセッション,社会人,,
0214EBRZIFK39,2025-04-27T10:26:45+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-83,10代,愛知教育大学附属名古屋中学校 起業部,その他,"参加者との交流,新しい知識や価値観の習得",中学生以下,,
0214EBUFQ53Y6,2025-04-27T11:14:49+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-98,50代,愛知教育大学附属名古屋中学校 起業部,登壇者・出展者からの紹介,新しい知識や価値観の習得,社会人,,
0214EBUP953F9,2025-04-27T11:18:48+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-99,40代,愛知教育大学附属名古屋中学校 起業部,登壇者・出展者からの紹介,新しい知識や価値観の習得,社会人,,
0214EBYKMUP2F,2025-04-27T12:34:17+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-148,20代,愛知大学,"Club Instagram,スタッフからの紹介","アフターパーティー,参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214EC155QCMF,2025-04-27T13:23:20+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-100,50代,無し,その他,"登壇者によるトークセッション,新しい知識や価値観の習得",社会人,,
0214EC2MJP53X,2025-04-27T13:51:57+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-84,10代,愛知県立明和高校,所属校・会社からの紹介,登壇者によるトークセッション,高校生,,
